Time[s],Power[W]
0.03,0.0
1.07,0.0
2.10,0.0
3.13,0.0
4.17,0.0
5.26,0.0
6.29,0.0
7.33,0.0
8.36,0.0
9.39,0.0
10.42,0.0
11.46,0.0
12.50,0.0
13.53,0.0
14.56,0.0
15.59,0.0
16.62,0.0
17.66,0.0
18.69,0.0
19.72,0.0
20.75,0.0
21.79,0.0
22.82,0.0
23.85,0.0
24.89,0.0
25.92,0.0
26.95,0.0
27.98,0.0
29.02,0.0
30.05,0.0
31.08,0.0
32.17,0.0
33.20,0.0
34.24,0.0
35.28,0.0
36.31,0.675
37.34,0.675
38.38,0.675
39.41,6.738
40.44,6.738
41.48,18.454
42.51,28.613
43.54,28.613
44.57,39.18
45.61,49.728
46.64,49.728
47.67,60.571
48.70,70.425
49.74,70.425
50.77,78.913
51.80,78.927
52.84,78.855
53.87,78.855
54.90,78.896
55.94,78.91
56.97,78.91
58.00,78.884
59.04,78.862
60.07,78.862
61.11,78.967
62.19,78.882
63.22,78.882
64.25,78.867
65.29,78.919
66.32,78.848
67.36,78.848
68.39,78.854
69.53,78.834
70.56,78.834
71.59,78.864
72.62,78.882
73.66,78.882
74.69,78.83
75.72,78.837
76.76,78.837
77.79,78.853
78.82,78.914
79.86,78.844
80.90,78.844
81.93,78.868
82.96,78.833
84.00,78.833
85.03,78.894
86.07,78.877
87.10,78.877
88.14,78.984
89.17,78.938
90.20,78.938
91.24,78.863
92.27,78.927
93.31,78.927
94.34,78.847
95.38,78.866
96.41,78.976
97.44,78.976
98.48,78.795
99.52,78.978
100.55,78.978
101.59,78.893
102.63,79.011
103.66,79.011
104.69,78.917
105.73,78.948
106.76,78.948
107.79,78.954
108.83,78.93
109.87,78.86
110.91,78.86
111.94,78.875
112.98,78.981
114.01,78.981
115.05,78.996
116.08,78.976
117.12,78.976
118.16,79.026
119.19,78.929
120.23,78.929
121.26,78.949
122.32,79.063
123.38,78.986
124.44,78.986
125.48,78.99
126.51,78.949
127.54,78.949
128.58,79.024
129.61,78.959
130.76,78.959
131.80,78.999
132.83,79.082
133.87,78.998
134.90,78.998
135.93,79.049
136.97,79.107
138.01,79.107
139.05,78.97
140.08,79.079
141.12,79.079
142.15,79.125
143.19,79.082
144.22,79.082
145.25,79.04
146.29,79.136
147.32,79.136
148.36,79.103
149.40,79.166
150.43,79.215
151.47,79.215
152.50,79.129
153.54,79.069
154.57,79.069
155.61,79.088
156.64,79.106
157.67,79.106
158.71,79.143
159.75,79.21
160.78,79.21
161.81,79.137
162.86,79.105
163.90,79.126
164.94,79.126
165.97,79.133
167.00,79.131
168.04,79.131
169.07,79.176
170.10,79.186
171.14,79.186
172.17,79.128
173.21,79.176
174.25,79.176
175.28,79.159
176.32,79.123
177.35,79.136
178.39,79.136
179.43,79.253
180.46,79.219
181.49,79.219
182.53,79.171
183.59,79.2
184.65,79.2
185.69,79.126
186.72,79.084
187.75,79.084
188.79,79.224
189.83,79.167
190.86,79.153
191.90,79.153
192.94,79.081
193.97,79.172
195.01,79.172
196.04,79.063
197.07,79.126
198.12,79.126
199.16,79.135
200.19,79.24
201.22,79.24
202.26,79.253
203.29,79.067
204.32,79.067
205.36,79.218
206.39,79.199
207.43,79.228
208.46,79.228
209.50,79.188
210.53,79.051
211.56,79.051
212.60,79.162
213.63,79.238
214.67,79.238
215.71,79.139
216.74,79.144
217.77,79.144
218.81,79.148
219.84,79.072
220.88,79.105
221.91,79.105
222.95,79.123
223.98,79.107
225.01,79.107
226.05,78.989
227.08,79.189
228.12,79.189
229.15,79.082
230.19,79.163
231.22,79.163
232.25,79.114
233.29,79.096
234.32,79.096
235.35,79.059
236.39,79.09
237.43,79.116
238.53,79.116
239.56,79.164
240.59,79.116
241.63,79.116
242.66,79.066
243.81,79.181
244.85,79.181
245.91,79.096
246.95,79.053
247.98,79.164
249.02,79.164
250.05,79.192
251.08,79.131
252.12,79.131
253.15,79.122
254.19,79.037
255.22,79.037
256.25,79.055
257.37,79.156
258.41,79.09
259.44,79.09
260.47,79.08
261.51,79.174
262.66,79.174
263.69,79.133
264.74,79.162
265.78,79.162
266.81,79.032
267.85,79.035
268.88,79.035
269.92,79.098
270.95,79.057
271.99,79.106
273.02,79.106
274.06,79.04
275.09,78.986
276.13,78.986
277.16,79.057
278.20,79.157
279.35,79.157
280.38,79.09
281.43,79.091
282.47,79.091
283.51,79.091
284.54,79.083
285.57,79.038
286.61,79.038
287.64,79.126
288.68,79.063
289.71,79.063
290.74,79.067
291.78,79.046
292.81,79.046
293.84,79.081
294.95,79.202
295.99,79.064
297.02,79.064
298.05,79.077
299.09,79.049
300.24,79.049
301.27,78.987
302.32,79.149
303.36,79.149
304.39,79.15
305.42,79.248
306.46,79.047
307.49,79.047
308.53,79.035
309.56,79.075
310.59,79.075
311.63,79.006
312.66,79.059
313.70,79.059
314.73,79.103
315.78,79.013
316.92,79.013
317.96,79.021
319.01,79.095
320.05,79.066
321.08,79.066
322.12,78.936
323.15,79.058
324.19,79.058
325.23,79.05
326.26,79.037
327.30,79.037
328.33,79.078
329.36,78.926
330.40,78.926
331.43,79.04
332.46,79.068
333.50,79.035
334.53,79.035
335.67,79.014
336.71,79.05
337.75,79.05
338.79,79.004
339.82,79.08
340.85,79.08
341.89,79.066
342.94,79.101
343.97,79.126
345.02,79.126
346.05,78.986
347.08,79.028
348.12,79.028
349.15,79.007
350.18,78.993
351.22,78.993
352.37,78.948
353.41,79.053
354.44,79.053
355.48,79.055
356.51,79.025
357.54,79.034
358.58,79.034
359.61,78.987
360.65,79.055
361.68,79.055
362.72,79.117
363.75,78.968
364.78,78.968
365.82,79.02
366.86,79.0
367.90,79.0
368.94,79.032
369.97,79.077
371.00,78.994
372.04,78.994
373.09,79.042
374.12,79.022
375.15,79.022
376.19,79.034
377.22,79.012
378.26,79.012
379.29,78.994
380.32,78.969
381.36,78.969
382.39,79.02
383.42,79.009
384.46,79.009
385.50,78.985
386.53,79.059
387.56,78.996
388.60,78.996
389.63,78.927
390.66,79.054
391.70,79.054
392.73,78.925
393.77,78.951
394.80,78.951
395.83,78.969
396.87,79.005
397.90,79.005
398.94,78.973
399.97,78.921
401.01,79.002
402.04,79.002
403.08,78.886
404.11,78.964
405.14,78.964
406.18,78.926
407.21,78.997
408.24,78.997
409.28,78.915
410.31,78.987
411.35,78.987
412.42,78.923
413.45,79.007
414.49,79.007
415.56,78.935
416.60,78.943
417.63,79.054
418.67,79.054
419.70,78.963
420.73,78.94
421.77,78.94
422.80,78.88
423.84,79.02
424.87,79.02
425.90,79.004
426.94,78.882
427.98,78.882
429.01,78.934
430.04,78.932
431.08,78.976
432.11,78.976
433.15,78.95
434.18,78.869
435.22,78.869
436.25,78.855
437.29,78.945
438.32,78.945
439.35,78.934
440.39,79.052
441.42,79.052
442.46,79.02
443.49,78.957
444.52,78.944
445.56,78.944
446.59,78.953
447.62,78.995
448.66,78.995
449.69,78.924
450.73,78.995
451.76,78.995
452.79,78.913
453.83,78.937
454.86,78.937
455.89,78.933
456.93,78.884
457.96,78.884
459.00,78.982
460.03,78.992
461.06,79.008
462.10,79.008
463.13,78.945
464.17,78.885
465.21,78.885
466.24,78.962
467.27,78.891
468.31,78.891
469.35,78.895
470.39,78.83
471.42,78.83
472.45,78.9
473.49,78.947
474.63,78.947
475.66,78.916
476.71,78.909
477.74,78.927
478.77,78.927
479.81,78.923
480.84,78.93
481.88,78.93
482.91,78.887
483.95,78.83
484.98,78.83
486.01,79.034
487.05,78.883
488.08,78.859
489.11,78.859
490.15,78.892
491.18,78.935
492.21,78.935
493.25,78.85
494.28,78.904
495.32,78.904
496.35,78.922
497.38,79.001
498.41,79.001
499.45,78.921
500.48,78.83
501.52,78.83
502.55,78.796
503.58,78.896
504.62,78.969
505.65,78.969
506.69,78.834
507.72,78.88
508.75,78.88
509.80,78.952
510.83,78.953
511.86,78.953
512.90,78.967
513.93,78.886
514.97,78.886
516.00,78.896
517.03,78.895
518.07,78.932
519.10,78.932
520.14,78.93
521.18,78.9
522.21,78.9
523.25,78.924
524.28,78.939
525.32,78.939
526.36,78.955
527.39,78.902
528.42,78.902
529.46,78.966
530.49,78.892
531.55,78.892
532.59,78.993
533.67,78.914
534.70,78.874
535.74,78.874
536.88,78.819
537.92,78.925
538.96,78.925
539.99,78.885
541.02,78.889
542.06,78.889
543.09,78.923
544.13,78.95
545.16,78.877
546.20,78.877
547.26,78.824
548.29,78.834
549.32,78.834
550.36,78.927
551.39,78.889
552.42,78.889
553.46,78.889
554.49,78.909
555.53,78.909
556.56,78.892
557.59,78.909
558.63,78.953
559.66,78.953
560.69,78.848
561.72,78.861
562.76,78.861
563.80,78.798
564.83,78.867
565.87,78.867
566.90,78.835
567.94,78.854
568.97,78.854
570.00,78.904
571.03,78.912
572.14,78.852
573.17,78.852
574.21,78.867
575.24,78.866
576.27,78.866
577.32,78.8
578.36,78.843
579.39,78.843
580.43,78.82
581.46,78.904
582.49,78.904
583.53,78.858
584.56,78.899
585.59,78.824
586.63,78.824
587.66,78.895
588.69,78.866
589.73,78.866
590.76,78.912
591.79,78.873
592.85,78.873
593.88,78.836
594.91,78.811
595.95,78.811
597.09,78.877
598.13,78.93
599.17,78.878
600.20,78.878
601.24,78.922
602.27,78.764
603.30,78.764
604.33,78.965
605.37,78.916
606.40,78.916
607.43,78.859
608.47,78.792
609.50,78.792
610.53,78.753
611.58,78.84
612.61,78.784
613.64,78.784
614.67,78.869
615.71,78.87
616.74,78.87
617.77,78.755
618.81,78.915
619.84,78.915
620.87,78.823
621.91,78.906
622.94,78.906
623.97,78.824
625.01,78.833
626.04,78.833
627.08,78.901
628.11,78.874
629.15,78.865
630.18,78.865
631.21,78.939
632.27,78.861
633.31,78.861
634.34,78.821
635.37,78.756
636.41,78.756
637.44,78.913
638.48,78.924
639.52,78.924
640.55,78.863
641.58,78.842
642.62,78.918
643.65,78.918
644.69,78.81
645.72,78.899
646.75,78.899
647.79,78.809
648.82,78.856
649.86,78.856
650.90,78.908
651.93,78.812
652.96,78.812
654.00,78.761
655.08,78.862
656.11,78.81
657.14,78.81
658.18,78.814
659.21,78.674
660.24,78.674
661.28,78.807
662.31,78.81
663.35,78.81
664.38,78.806
665.42,78.926
666.45,78.926
667.49,78.887
668.52,78.835
669.56,78.835
670.59,78.837
671.62,78.78
672.65,78.834
673.79,78.834
674.83,78.951
675.88,78.815
676.91,78.815
677.95,78.763
678.98,78.862
680.02,78.862
681.05,78.802
682.08,78.893
683.13,78.821
684.16,78.821
685.19,78.677
686.23,78.779
687.26,78.779
688.29,79.001
689.32,78.821
690.36,78.821
691.40,78.872
692.53,78.79
693.56,78.79
694.62,78.911
695.65,78.886
696.69,78.781
697.72,78.781
698.76,78.828
699.79,78.756
700.82,78.756
701.87,78.719
702.90,78.814
703.94,78.814
704.97,78.921
706.00,78.783
707.04,78.783
708.07,78.853
709.24,78.811
710.39,78.867
711.42,78.867
712.46,78.793
713.50,78.906
714.53,78.906
715.67,78.811
716.71,78.815
717.74,78.78
718.78,78.78
719.81,78.848
720.85,78.772
721.88,78.772
722.91,78.61
723.95,78.832
724.98,78.832
726.01,78.654
727.11,78.925
728.14,78.795
729.17,78.795
730.25,78.759
731.29,78.756
732.32,78.756
733.35,78.92
734.39,78.925
735.42,78.925
736.45,78.842
737.49,78.778
738.52,78.778
739.55,78.72
740.59,78.834
741.62,78.781
742.66,78.781
743.70,78.647
744.73,78.784
745.76,78.784
746.92,78.801
748.07,78.821
749.11,78.821
750.14,78.742
751.17,78.735
752.21,78.745
753.36,78.745
754.39,78.789
755.42,78.816
756.46,78.816
757.49,78.852
758.52,78.533
759.56,78.533
760.59,78.793
761.62,78.808
762.66,78.908
763.69,78.908
764.85,78.805
765.88,78.721
766.92,78.721
767.95,78.833
768.98,78.893
770.02,78.893
771.05,78.728
772.21,78.787
773.24,78.835
774.27,78.835
775.30,78.883
776.34,78.784
777.37,78.784
778.40,78.8
779.44,78.731
780.47,78.731
781.50,78.784
782.54,78.791
783.57,78.791
784.61,78.839
785.64,78.742
786.67,78.727
787.71,78.727
788.74,78.798
789.77,78.6
790.81,78.6
791.85,78.826
792.88,78.76
793.91,78.76
794.95,78.836
795.99,78.788
797.02,78.788
798.06,78.729
799.09,78.813
800.12,78.813
801.16,78.87
802.20,78.746
803.23,78.751
804.26,78.751
805.30,78.799
806.33,78.746
807.36,78.746
808.40,78.686
809.43,78.754
810.47,78.754
811.50,78.729
812.53,78.717
813.61,78.717
814.64,78.794
815.68,78.769
816.71,78.712
817.74,78.712
818.78,78.803
819.81,78.783
820.85,78.783
821.88,78.778
822.91,78.722
823.95,78.722
825.03,78.691
826.08,78.735
827.12,78.735
828.15,78.85
829.18,78.808
830.23,78.843
831.26,78.843
832.42,78.829
833.46,78.66
834.49,78.66
835.52,78.942
836.56,78.738
837.59,78.738
838.63,78.677
839.66,78.732
840.70,78.751
841.73,78.751
842.76,78.697
843.80,78.751
844.83,78.751
845.86,78.787
846.90,78.79
847.93,78.79
848.96,78.729
850.00,78.757
851.04,78.757
852.07,78.678
853.10,78.67
854.14,78.67
855.17,78.802
856.20,78.865
857.23,78.927
858.27,78.927
859.30,78.772
860.33,78.808
861.37,78.808
862.40,78.747
863.43,78.645
864.47,78.645
865.50,78.769
866.54,78.689
867.57,78.689
868.60,78.825
869.63,78.729
870.67,78.729
871.70,78.78
872.74,78.669
873.77,78.791
874.80,78.791
875.84,78.815
876.87,78.733
877.90,78.733
878.94,78.765
879.97,78.715
881.01,78.715
882.04,78.705
883.07,78.877
884.11,78.877
885.15,78.768
886.18,78.758
887.22,78.765
888.35,78.765
889.38,78.794
890.41,78.675
891.45,78.675
892.49,78.801
893.52,78.841
894.55,78.841
895.59,78.769
896.62,78.857
897.66,78.857
898.69,78.792
899.72,78.688
900.77,78.669
901.80,78.669
902.83,78.746
903.89,78.749
904.92,78.749
905.96,78.782
906.99,78.854
908.02,78.854
909.06,78.747
910.11,78.787
911.14,78.787
912.17,78.681
913.21,78.854
914.24,78.759
915.27,78.759
916.31,78.776
917.35,78.772
918.38,78.772
919.42,78.72
920.45,78.757
921.49,78.757
922.52,78.827
923.55,78.718
924.60,78.718
925.64,78.689
926.67,78.955
927.70,78.955
928.74,78.8
929.77,78.691
930.80,78.66
931.84,78.66
932.87,78.786
933.91,78.789
934.94,78.789
935.98,78.666
937.01,78.744
938.04,78.744
939.08,78.655
940.11,78.915
941.15,78.915
942.18,78.786
943.21,78.864
944.25,78.741
945.31,78.741
946.34,78.784
947.43,78.746
948.46,78.746
949.50,78.836
950.54,78.758
951.57,78.758
952.60,78.671
953.64,78.716
954.67,78.716
955.71,78.693
956.74,78.711
957.77,78.728
958.80,78.728
959.84,78.764
960.87,78.761
961.91,78.761
962.94,78.791
963.98,78.787
965.01,78.787
966.05,78.734
967.08,78.816
968.17,78.816
969.21,78.765
970.24,78.738
971.28,78.755
972.31,78.755
973.34,78.74
974.37,78.694
975.41,78.694
976.44,78.766
977.47,78.615
978.51,78.615
979.54,78.604
980.58,78.802
981.61,78.802
982.64,78.856
983.68,78.798
984.71,78.798
985.75,78.79
986.78,78.753
987.81,78.767
988.84,78.767
989.88,78.843
990.92,78.781
991.95,78.781
992.98,78.806
994.02,78.709
995.05,78.709
996.08,78.758
997.11,78.755
998.15,78.755
999.18,78.723
1000.21,78.864
1001.25,78.864
1002.28,78.766
1003.31,78.761
1004.35,78.8
1005.43,78.8
1006.52,78.788
1007.56,78.737
1008.59,78.737
1009.62,78.691
1010.66,78.699
1011.69,78.699
1012.72,78.747
1013.76,78.765
1014.79,78.791
1015.82,78.791
1016.85,78.764
1017.90,78.698
1018.94,78.698
1019.97,78.62
1021.00,78.819
1022.04,78.819
1023.07,78.854
1024.10,78.896
1025.14,78.896
1026.17,78.771
1027.20,78.688
1028.24,78.688
1029.27,78.75
1030.30,78.898
1031.34,78.727
1032.37,78.727
1033.40,78.798
1034.44,78.885
1035.47,78.885
1036.50,78.817
1037.54,78.766
1038.57,78.766
1039.60,78.727
1040.64,78.6
1041.67,78.6
1042.71,78.808
1043.74,78.758
1044.77,78.739
1045.81,78.739
1046.84,78.874
1047.87,78.65
1048.91,78.65
1049.96,78.734
1051.00,78.759
1052.03,78.759
1053.07,78.935
1054.10,78.783
1055.13,78.783
1056.17,78.867
1057.20,78.733
1058.23,78.733
1059.27,78.757
1060.30,78.674
1061.33,78.733
1062.37,78.733
1063.40,78.806
1064.43,78.761
1065.47,78.761
1066.61,78.706
1067.64,78.662
1068.67,78.662
1069.71,78.787
1070.74,78.791
1071.77,78.721
1072.81,78.721
1073.84,78.727
1074.88,78.812
1075.92,78.812
1076.95,78.72
1077.98,78.655
1079.02,78.655
1080.05,78.68
1081.08,78.783
1082.12,78.783
1083.15,78.746
1084.25,78.83
1085.38,78.786
1086.41,78.786
1087.45,78.708
1088.48,78.76
1089.51,78.76
1090.67,78.74
1091.70,78.875
1092.74,78.875
1093.77,78.658
1094.80,78.74
1095.84,78.656
1096.87,78.656
1097.90,78.745
1098.94,78.72
1099.97,78.72
1101.00,78.666
1102.08,78.744
1103.12,78.744
1104.15,78.81
1105.24,78.881
1106.28,78.927
1107.31,78.927
1108.34,78.812
1109.38,78.841
1110.41,78.841
1111.44,78.765
1112.48,78.675
1113.51,78.675
1114.54,78.689
1115.58,78.883
1116.61,78.883
1117.64,78.75
1118.68,78.747
1119.72,78.747
1120.82,78.821
1121.85,78.767
1122.89,78.693
1123.98,78.693
1125.02,78.728
1126.05,78.721
1127.08,78.721
1128.12,78.793
1129.16,78.733
1130.19,78.733
1131.23,78.68
1132.26,78.639
1133.29,78.798
1134.32,78.798
1135.36,78.785
1136.39,78.795
1137.43,78.795
1138.46,78.834
1139.49,78.804
1140.61,78.804
1141.76,78.835
1142.80,78.713
1143.85,78.651
1144.88,78.651
1145.92,78.66
1146.95,78.824
1147.99,78.824
1149.02,78.758
1150.05,78.791
1151.08,78.791
1152.12,78.702
1153.16,78.771
1154.19,78.771
1155.23,78.751
1156.26,78.666
1157.29,78.666
1158.33,78.78
1159.42,78.727
1160.55,78.679
1161.58,78.679
1162.62,78.841
1163.65,78.744
1164.68,78.744
1165.84,78.79
1166.87,78.789
1167.90,78.77
1168.94,78.77
1169.97,78.795
1171.00,78.702
1172.04,78.702
1173.07,78.789
1174.11,78.731
1175.14,78.731
1176.17,78.823
1177.33,78.83
1178.37,78.755
1179.40,78.755
1180.44,78.824
1181.47,78.83
1182.63,78.83
1183.67,78.753
1184.71,78.714
1185.74,78.714
1186.77,78.868
1187.81,78.738
1188.84,78.762
1189.88,78.762
1190.91,78.748
1191.94,78.722
1192.97,78.722
1194.01,78.722
1195.04,78.686
1196.18,78.686
1197.22,78.748
1198.25,78.743
1199.29,78.743
1200.32,78.78
1201.47,78.701
1202.50,78.841
1203.55,78.841
1204.58,78.669
1205.62,78.743
1206.65,78.743
1207.68,78.733
1208.72,78.796
1209.76,78.796
1210.79,78.675
1211.82,78.716
1212.86,78.702
1213.89,78.702
1215.02,78.767
1216.05,78.785
1217.08,78.785
1218.12,78.807
1219.15,78.657
1220.31,78.657
1221.34,78.813
1222.39,78.802
1223.42,78.625
1224.46,78.625
1225.49,78.841
1226.53,78.821
1227.56,78.821
1228.59,78.831
1229.62,78.772
1230.66,78.772
1231.69,78.792
1233.11,78.772
1234.27,78.772
1235.40,78.86
1236.43,78.884
1237.46,78.884
1238.49,78.91
1239.53,78.805
1240.68,78.805
1241.71,78.88
1242.74,78.821
1243.78,78.801
1244.81,78.801
1245.84,78.774
1246.87,78.754
1247.91,78.754
1248.94,78.772
1249.97,78.819
1251.01,78.819
1252.09,78.835
1253.12,78.818
1254.15,78.83
1255.19,78.83
1256.22,78.774
1257.38,78.8
1258.42,78.8
1259.46,78.907
1260.49,78.788
1261.52,78.788
1262.56,78.736
1263.59,78.798
1264.62,78.82
1265.65,78.82
1266.69,78.815
1267.73,78.669
1268.76,78.669
1269.79,78.924
1270.82,78.79
1271.86,78.79
1272.89,78.805
1274.00,78.726
1275.03,78.726
1276.07,78.874
1277.10,78.757
1278.13,78.887
1279.17,78.887
1280.20,78.71
1281.23,78.827
1282.28,78.827
1283.31,78.727
1284.34,78.739
1285.38,78.739
1286.41,78.827
1287.44,78.823
1288.47,78.823
1289.51,78.792
1290.67,78.722
1291.70,78.709
1292.74,78.709
1293.77,78.858
1294.81,78.955
1295.84,78.955
1296.87,78.757
1297.91,78.847
1298.94,78.847
1299.97,78.848
1301.01,78.812
1302.04,78.812
1303.07,78.696
1304.11,78.909
1305.14,78.786
1306.17,78.786
1307.21,78.867
1308.30,78.736
1309.33,78.736
1310.37,78.81
1311.48,78.844
1312.51,78.844
1313.55,78.802
1314.58,78.761
1315.61,78.763
1316.64,78.763
1317.68,78.875
1318.72,78.824
1319.76,78.824
1320.79,78.796
1321.82,78.741
1322.85,78.741
1323.89,78.818
1324.92,78.8
1325.95,78.8
1326.99,78.79
1328.14,78.797
1329.29,78.778
1330.33,78.778
1331.36,78.818
1332.39,78.78
1333.42,78.78
1334.46,78.724
1335.49,78.784
1336.52,78.784
1337.56,78.862
1338.59,78.834
1339.62,78.737
1340.65,78.737
1341.69,78.854
1342.72,78.821
1343.75,78.821
1344.79,78.804
1345.82,78.85
1346.91,78.85
1348.05,78.814
1349.08,78.739
1350.16,78.739
1351.31,78.806
1352.34,78.744
1353.37,78.768
1354.41,78.768
1355.44,78.822
1356.47,78.847
1357.50,78.847
1358.54,78.884
1359.57,78.825
1360.60,78.825
1361.63,78.753
1362.67,78.803
1363.70,78.942
1364.73,78.942
1365.76,78.799
1366.80,78.786
1367.83,78.786
1368.86,78.85
1369.89,78.773
1370.93,78.773
1371.96,78.834
1372.99,78.761
1374.02,78.761
1375.06,78.887
1376.09,78.796
1377.13,78.796
1378.16,78.883
1379.19,78.792
1380.23,78.808
1381.26,78.808
1382.29,78.818
1383.33,78.881
1384.36,78.881
1385.39,78.943
1386.44,78.906
1387.47,78.906
1388.50,78.86
1389.54,78.855
1390.57,78.855
1391.60,78.747
1392.64,78.795
1393.67,78.874
1394.70,78.874
1395.73,78.788
1396.77,78.87
1397.80,78.87
1398.83,78.884
1399.86,78.766
1400.89,78.766
1401.93,78.763
1402.97,78.85
1404.00,78.85
1405.03,78.864
1406.07,78.82
1407.10,78.82
1408.19,78.788
1409.25,78.799
1410.29,78.833
1411.32,78.833
1412.35,78.807
1413.39,78.827
1414.42,78.827
1415.52,78.755
1416.56,78.818
1417.60,78.818
1418.63,78.94
1419.66,78.836
1420.69,78.903
1421.73,78.903
1422.76,78.842
1423.79,78.875
1424.84,78.875
1425.87,78.934
1426.90,78.785
1427.93,78.785
1428.97,78.885
1430.00,78.828
1431.03,78.828
1432.06,78.92
1433.11,78.819
1434.14,78.763
1435.17,78.763
1436.20,78.757
1437.24,78.919
1438.27,78.919
1439.30,78.871
1440.33,78.923
1441.37,78.923
1442.40,78.982
1443.43,78.842
1444.46,78.842
1445.50,78.833
1446.53,78.785
1447.56,78.785
1448.59,78.911
1449.63,78.759
1450.66,78.849
1451.69,78.849
1452.72,78.884
1453.76,78.856
1454.79,78.856
1455.82,78.826
1456.85,78.764
1457.89,78.764
1458.92,78.886
1459.95,78.854
1460.98,78.854
1462.02,78.877
1463.05,78.905
1464.13,78.905
1465.17,78.817
1466.20,78.814
1467.24,78.904
1468.34,78.904
1469.37,78.899
1470.41,78.969
1471.44,78.969
1472.47,78.867
1473.51,78.811
1474.55,78.811
1475.59,78.904
1476.62,78.904
1477.66,78.919
1478.69,78.919
1479.73,78.928
1480.76,78.867
1481.79,78.867
1482.82,78.871
1483.85,78.948
1484.89,78.948
1485.92,78.832
1486.96,78.88
1487.99,78.88
1489.02,78.853
1490.07,78.812
1491.10,78.812
1492.13,78.878
1493.16,78.955
1494.20,78.749
1495.24,78.749
1496.27,78.876
1497.30,78.867
1498.33,78.867
1499.37,78.837
1500.40,78.906
1501.43,78.906
1502.47,78.896
1503.51,78.924
1504.54,78.924
1505.57,78.931
1506.61,78.926
1507.64,78.926
1508.67,78.784
1509.71,78.88
1510.74,78.846
1511.77,78.846
1512.80,78.898
1513.84,78.933
1514.87,78.933
1515.91,78.918
1516.94,78.915
1517.97,78.915
1519.01,78.914
1520.04,78.969
1521.07,78.969
1522.10,79.008
1523.14,78.969
1524.17,78.889
1525.21,78.889
1526.26,78.863
1527.33,78.927
1528.36,78.927
1529.39,78.817
1530.42,78.961
1531.46,78.961
1532.49,78.829
1533.52,78.893
1534.56,78.893
1535.59,78.997
1536.63,78.907
1537.66,78.907
1538.69,78.903
1539.72,78.898
1540.76,78.85
1541.79,78.85
1542.82,78.873
1543.85,78.886
1544.89,78.886
1545.92,78.931
1546.96,78.917
1547.99,78.917
1549.03,78.894
1550.06,78.899
1551.09,78.899
1552.12,78.849
1553.16,78.923
1554.19,78.834
1555.22,78.834
1556.25,78.87
1557.29,78.891
1558.32,78.891
1559.35,78.98
1560.38,78.946
1561.42,78.946
1562.46,78.895
1563.50,78.881
1564.53,78.881
1565.56,78.96
1566.59,78.921
1567.63,78.921
1568.66,78.912
1569.69,78.817
1570.73,79.019
1571.76,79.019
1572.79,78.894
1573.82,78.853
1574.86,78.853
1575.89,78.861
1576.92,78.909
1577.95,78.909
1578.99,78.95
1580.02,78.904
1581.05,78.904
1582.08,78.933
1583.12,78.952
1584.15,78.952
1585.18,78.891
1586.21,78.865
1587.25,78.928
1588.43,78.928
1589.46,78.969
1590.50,78.939
1591.54,78.939
1592.57,78.873
1593.60,79.039
1594.63,79.039
1595.67,78.969
1596.70,79.043
1597.74,78.859
1598.78,78.859
1599.81,78.871
1600.84,78.919
1601.87,78.919
1602.91,78.896
1603.94,78.941
1604.97,78.941
1606.00,78.925
1607.04,78.912
1608.07,78.912
1609.10,78.906
1610.14,78.976
1611.17,78.976
1612.20,78.98
1613.24,78.873
1614.28,78.912
1615.31,78.912
1616.34,78.91
1617.38,78.892
1618.41,78.892
1619.49,78.958
1620.53,78.938
1621.56,78.938
1622.59,78.907
1623.62,79.047
1624.66,79.047
1625.69,78.961
1626.72,78.925
1627.76,78.883
1628.79,78.883
1629.83,78.934
1630.86,78.869
1631.89,78.869
1632.93,78.922
1633.96,79.105
1634.99,79.105
1636.02,79.035
1637.07,79.043
1638.10,79.043
1639.17,78.965
1640.21,78.925
1641.24,78.995
1642.27,78.995
1643.31,78.956
1644.34,78.968
1645.38,78.968
1646.41,78.999
1647.44,79.019
1648.47,79.019
1649.59,78.929
1650.62,79.001
1651.66,79.001
1652.70,78.996
1653.73,78.948
1654.77,78.876
1655.81,78.876
1656.84,78.921
1657.87,79.006
1658.91,79.006
1659.94,78.86
1660.97,79.053
1662.00,79.053
1663.04,78.913
1664.07,78.901
1665.17,78.901
1666.20,78.971
1667.23,79.013
1668.27,79.029
1669.30,79.029
1670.45,79.075
1671.48,78.966
1672.54,78.966
1673.59,78.997
1674.62,78.988
1675.65,78.988
1676.69,78.987
1677.72,78.959
1678.75,78.919
1679.79,78.919
1680.82,78.926
1681.85,78.955
1682.88,78.955
1684.01,78.903
1685.04,78.974
1686.07,78.974
1687.11,79.018
1688.15,79.029
1689.30,79.029
1690.33,78.918
1691.38,78.921
1692.42,78.991
1693.45,78.991
1694.49,79.036
1695.52,79.002
1696.55,79.002
1697.58,78.986
1698.62,79.007
1699.65,79.007
1700.69,79.031
1701.72,78.858
1702.86,79.076
1703.90,79.076
1704.93,79.05
1705.96,78.988
1706.99,78.988
1708.14,79.004
1709.17,78.917
1710.22,79.013
1711.26,79.013
1712.29,78.925
1713.32,78.997
1714.35,78.997
1715.38,78.978
1716.42,79.011
1717.45,79.011
1718.48,78.969
1719.51,79.057
1720.55,79.057
1721.69,79.043
1722.72,79.025
1723.76,79.078
1724.79,79.078
1725.82,78.995
