Time[s],Power[W]
3832.92,80.601
3833.95,80.678
3834.99,80.678
3836.02,80.612
3837.05,80.647
3838.08,80.647
3839.12,80.591
3840.15,80.602
3841.18,80.602
3842.21,80.638
3843.25,80.608
3844.28,80.608
3845.32,80.67
3846.35,80.632
3847.38,80.632
3848.42,80.713
3849.45,80.727
3850.48,80.606
3851.51,80.606
3852.55,80.665
3853.58,80.661
3854.61,80.661
3855.65,80.725
3856.68,80.646
3857.71,80.646
3858.75,80.679
3859.78,80.64
3860.81,80.64
3861.85,80.64
3862.88,80.663
3863.91,80.663
3864.94,80.736
3865.98,80.649
3867.01,80.67
3868.04,80.67
3869.09,80.654
3870.12,80.649
3871.15,80.649
3872.19,80.674
3873.22,80.653
3874.25,80.653
3875.29,80.657
3876.32,80.674
3877.35,80.674
3878.39,80.644
3879.42,80.699
3880.46,80.701
3881.56,80.701
3882.59,80.664
3883.63,80.679
3884.66,80.679
3885.69,80.658
3886.73,80.661
3887.76,80.661
3888.89,80.644
3890.01,80.633
3891.05,80.684
3892.08,80.684
3893.11,80.634
3894.15,80.667
3895.30,80.667
3896.33,80.715
3897.36,80.639
3898.40,80.639
3899.43,80.682
3900.46,80.655
3901.50,80.672
3902.53,80.672
3903.56,80.723
3904.60,80.737
3905.63,80.737
3906.78,80.726
3907.82,80.59
3908.86,80.59
3909.98,80.708
3911.02,80.717
3912.05,80.695
3913.08,80.695
3914.12,80.709
3915.15,80.682
3916.19,80.682
3917.22,80.749
3918.25,80.689
3919.28,80.689
3920.32,80.717
3921.37,80.703
3922.40,80.703
3923.44,80.72
3924.47,80.723
3925.50,80.707
3926.65,80.707
3927.80,80.735
3928.84,80.684
3929.87,80.684
3930.90,80.593
3931.93,80.705
3933.09,80.705
3934.12,80.676
3935.16,80.689
3936.20,80.732
3937.23,80.732
3938.26,80.751
3939.30,80.692
3940.33,80.692
3941.36,80.676
3942.40,80.698
3943.43,80.698
3944.57,80.614
3945.60,80.682
3946.63,80.692
3947.77,80.692
3948.80,80.684
3949.83,80.742
3950.87,80.742
3951.90,80.772
3952.93,80.685
3953.96,80.685
3955.00,80.675
3956.03,80.7
3957.06,80.649
3958.09,80.649
3959.13,80.776
3960.16,80.694
3961.19,80.694
3962.23,80.664
3963.26,80.718
3964.29,80.718
3965.32,80.667
3966.36,80.739
3967.39,80.739
3968.42,80.658
3969.45,80.7
3970.49,80.698
3971.52,80.698
3972.55,80.641
3973.64,80.748
3974.68,80.748
3975.72,80.731
3976.75,80.772
3977.78,80.772
3978.81,80.846
3979.85,80.715
3980.88,80.715
3981.91,80.685
3982.95,80.72
3983.98,80.72
3985.02,80.726
3986.05,80.689
3987.08,80.73
3988.11,80.73
3989.14,80.749
3990.18,80.771
3991.21,80.771
3992.24,80.753
3993.28,80.702
3994.32,80.702
3995.35,80.707
3996.38,80.793
3997.41,80.793
3998.45,80.761
3999.48,80.743
4000.51,80.831
4001.55,80.831
4002.58,80.694
4003.64,80.768
4004.69,80.768
4005.73,80.748
4006.84,80.704
4008.04,80.704
4009.07,80.77
4010.12,80.826
4011.15,80.661
4012.18,80.661
4013.22,80.735
4014.25,80.698
4015.30,80.698
4016.33,80.758
4017.36,80.668
4018.40,80.668
4019.43,80.691
4020.46,80.648
4021.52,80.648
4022.55,80.757
4023.59,80.733
4024.62,80.79
4025.65,80.79
4026.68,80.757
4027.72,80.833
4028.75,80.833
4029.78,80.763
4030.81,80.695
4031.85,80.695
4032.88,80.753
4033.91,80.796
4034.94,80.796
4035.97,80.723
4037.01,80.735
4038.04,80.745
4039.07,80.745
4040.11,80.699
4041.16,80.723
4042.19,80.723
4043.22,80.784
4044.25,80.787
4045.29,80.787
4046.32,80.797
4047.35,80.855
4048.38,80.855
4049.42,80.771
4050.45,80.739
4051.48,80.739
4052.51,80.769
4053.55,80.777
4054.58,80.779
4055.61,80.779
4056.65,80.838
4057.68,80.78
4058.72,80.78
4059.75,80.742
4060.78,80.804
4061.82,80.804
4062.85,80.836
4063.92,80.798
4065.01,80.798
4066.04,80.765
4067.15,80.811
4068.19,80.776
4069.22,80.776
4070.25,80.743
4071.28,80.713
4072.32,80.713
4073.35,80.797
4074.38,80.746
4075.41,80.746
4076.45,80.716
4077.48,80.746
4078.51,80.746
4079.55,80.773
4080.58,80.922
4081.61,80.821
4082.65,80.821
4083.68,80.8
4084.71,80.861
4085.75,80.861
4086.79,80.809
4087.82,80.754
4088.86,80.754
4089.89,80.722
4090.92,80.806
4091.96,80.806
4093.00,80.775
4094.03,80.708
4095.06,80.767
4096.09,80.767
4097.13,80.808
4098.16,80.831
4099.19,80.831
4100.23,80.843
4101.27,80.814
4102.30,80.814
4103.33,80.824
4104.37,80.825
4105.40,80.825
4106.44,80.8
4107.47,80.828
4108.50,80.828
4109.54,80.896
4110.57,80.906
4111.60,80.889
4112.64,80.889
4113.68,80.833
4114.71,80.859
4115.75,80.859
4116.78,80.801
4117.82,80.821
4118.85,80.821
4119.88,80.798
4120.91,80.767
4121.94,80.767
4122.98,80.834
4124.02,80.855
4125.05,80.855
4126.08,80.852
4127.11,80.771
4128.15,80.843
4129.29,80.843
4130.32,80.792
4131.36,80.741
4132.39,80.741
4133.43,80.909
4134.46,80.915
4135.49,80.915
4136.52,80.853
4137.56,80.845
4138.59,80.778
4139.62,80.778
4140.66,80.799
4141.69,80.82
4142.72,80.82
4143.75,80.758
4144.79,80.781
4145.82,80.781
4146.85,80.821
4147.89,80.806
4148.92,80.806
4149.96,80.762
4150.99,80.827
4152.02,80.827
4153.06,80.834
4154.09,80.89
4155.12,80.794
4156.16,80.794
4157.19,80.839
4158.22,80.837
4159.25,80.837
4160.29,80.803
4161.32,80.976
4162.36,80.976
4163.39,80.839
4164.42,80.816
4165.46,80.816
4166.49,80.693
4167.52,80.656
4168.56,80.656
4169.59,80.737
4170.62,80.859
4171.65,80.778
4172.69,80.778
4173.72,80.817
4174.80,80.778
4175.83,80.778
4176.86,80.985
4177.90,80.797
4178.93,80.797
4179.96,80.898
4180.99,80.91
4182.03,80.91
4183.06,80.828
4184.09,80.674
4185.12,80.729
4186.16,80.729
4187.27,80.887
4188.30,80.816
4189.33,80.816
4190.37,80.856
4191.40,80.899
4192.43,80.899
4193.48,80.958
4194.52,80.759
4195.55,80.759
4196.58,80.792
4197.62,80.755
4198.65,80.781
4199.68,80.781
4200.71,80.844
4201.75,80.808
4202.78,80.808
4203.81,80.816
4204.84,80.83
4205.88,80.83
4206.91,80.74
4207.99,80.846
4209.03,80.846
4210.06,80.888
4211.09,80.91
4212.12,80.878
4213.16,80.878
4214.19,80.802
4215.22,80.845
4216.25,80.845
4217.29,80.957
4218.32,80.849
4219.35,80.849
4220.38,80.822
4221.42,80.89
4222.45,80.89
4223.48,80.786
4224.52,80.874
4225.55,80.874
4226.59,80.747
4227.63,80.858
4228.66,80.958
4229.70,80.958
4230.73,80.91
4231.77,80.852
4232.80,80.852
4233.83,80.888
4234.86,80.863
4235.90,80.863
4236.93,80.706
4237.96,80.907
4238.99,80.907
4240.03,80.916
4241.06,80.901
4242.10,80.901
4243.13,80.829
4244.17,80.876
4245.20,80.828
4246.33,80.828
4247.36,80.781
4248.40,80.843
4249.44,80.843
4250.54,80.858
4251.68,80.887
4252.72,80.923
4253.75,80.923
4254.78,80.877
4255.81,80.904
4256.85,80.904
4257.88,80.891
4258.91,80.83
4259.94,80.83
4260.98,80.88
4262.01,80.88
4263.06,80.88
4264.09,80.876
4265.13,80.819
4266.24,80.93
4267.28,80.93
4268.31,80.854
4269.34,80.826
4270.38,80.826
4271.41,80.843
4272.44,80.886
4273.48,80.886
4274.51,80.889
4275.54,80.932
4276.57,80.932
4277.61,80.943
4278.64,80.874
4279.68,80.874
4280.71,80.978
4281.74,80.861
4282.91,80.866
4284.05,80.866
4285.08,80.877
4286.12,80.862
4287.16,80.862
4288.21,80.95
4289.34,81.052
4290.37,80.826
4291.41,80.826
4292.44,80.801
4293.47,80.83
4294.51,80.83
4295.54,80.819
4296.58,80.922
4297.61,80.922
4298.64,80.907
4299.68,80.829
4300.82,80.837
4301.85,80.837
4302.89,80.871
4303.93,81.028
4304.96,81.028
4305.99,80.828
4307.04,80.905
4308.18,80.905
4309.21,80.909
4310.24,80.792
4311.28,80.875
4312.31,80.875
4313.34,80.908
4314.37,80.964
4315.41,80.964
4316.44,80.877
4317.47,80.884
4318.50,80.884
4319.66,80.845
4320.69,80.894
4321.75,80.859
4322.78,80.859
4323.81,80.855
4324.84,80.873
4325.88,80.873
4327.03,80.878
4328.06,80.939
4329.09,80.939
4330.18,80.89
4331.22,80.88
4332.25,80.898
4333.28,80.898
4334.32,80.878
4335.35,80.831
4336.38,80.831
4337.41,81.03
4338.53,80.892
4339.56,80.892
4340.59,80.929
4341.63,80.87
4342.66,80.87
4343.81,80.87
4344.84,80.737
4345.90,80.871
4346.94,80.871
4347.97,80.997
4349.00,80.865
4350.04,80.865
4351.07,80.857
4352.10,80.972
4353.14,80.972
4354.17,80.798
4355.20,80.952
4356.24,80.911
4357.37,80.911
4358.40,81.007
4359.44,80.874
4360.47,80.874
4361.50,80.91
4362.53,80.905
4363.58,80.905
4364.75,80.94
4365.78,80.903
4366.81,81.001
4367.85,81.001
4368.88,80.878
4369.91,80.903
4370.94,80.903
4371.98,80.968
4373.01,80.868
4374.04,80.868
4375.07,80.938
4376.13,80.843
4377.16,80.843
4378.19,80.892
4379.23,80.913
4380.26,80.979
4381.29,80.979
4382.33,80.969
4383.36,80.989
4384.39,80.989
4385.42,80.888
4386.46,80.881
4387.49,80.881
4388.52,80.966
4389.55,80.906
4390.59,80.906
4391.68,80.853
4392.71,80.973
4393.74,80.973
4394.78,80.904
4395.81,80.897
4396.84,80.927
4397.87,80.927
4398.91,80.946
4399.94,80.893
4400.98,80.893
4402.01,80.934
4403.04,80.94
4404.07,80.94
4405.11,80.869
4406.14,80.904
4407.18,80.904
4408.21,81.045
4409.24,80.966
4410.28,80.951
4411.31,80.951
4412.34,80.919
4413.38,80.963
4414.42,80.963
4415.45,81.006
4416.48,80.924
4417.53,80.924
4418.59,80.888
4419.62,80.877
4420.65,80.877
4421.70,80.859
4422.73,80.947
4423.76,80.947
4424.92,80.879
4425.95,80.894
4426.99,80.955
4428.02,80.955
4429.05,80.929
4430.09,80.997
4431.12,80.997
4432.15,80.87
4433.18,80.944
4434.22,80.944
4435.25,80.848
4436.28,81.005
4437.32,81.033
4438.35,81.033
4439.38,80.797
4440.42,80.892
4441.45,80.892
4442.48,80.985
4443.52,80.906
4444.55,80.906
4445.59,80.979
4446.62,80.92
4447.65,80.92
4448.68,80.955
4449.72,81.022
4450.75,81.022
4451.83,80.918
4452.87,80.889
4453.90,80.955
4454.93,80.955
4455.96,81.031
4457.00,80.958
4458.03,80.958
4459.06,80.977
4460.09,80.966
4461.13,80.966
4462.16,81.005
4463.20,80.893
4464.23,80.893
4465.26,81.019
4466.30,80.94
4467.33,80.872
4468.37,80.872
4469.41,80.967
4470.44,80.923
4471.47,80.923
4472.50,80.973
4473.54,80.979
4474.57,80.979
4475.60,81.001
4476.63,81.014
4477.67,81.014
4478.70,80.931
4479.73,80.936
4480.85,81.018
4481.88,81.018
4482.92,80.874
4483.95,80.967
4484.98,80.967
4486.02,80.909
4487.05,80.9
4488.08,80.9
4489.11,80.898
4490.15,80.884
4491.18,80.884
4492.21,80.962
4493.24,80.989
4494.28,80.989
4495.31,80.988
4496.35,80.919
4497.38,80.927
4498.42,80.927
4499.45,80.902
4500.48,80.942
4501.52,80.942
4502.55,80.95
4503.58,80.896
4504.61,80.896
4505.65,80.989
4506.69,81.026
4507.72,81.026
4508.75,81.021
4509.79,80.848
4510.82,80.913
4511.85,80.913
4512.89,81.022
4513.92,80.999
4514.95,80.999
4515.98,80.953
4517.02,80.929
4518.05,80.929
4519.09,80.959
4520.12,80.979
4521.16,80.979
4522.19,80.913
4523.23,80.886
4524.26,80.886
4525.29,80.971
4526.32,80.895
4527.36,80.946
4528.40,80.946
4529.43,80.999
4530.46,80.949
4531.50,80.949
4532.53,80.928
4533.57,81.032
4534.60,81.032
4535.64,81.03
4536.70,80.973
4537.74,80.973
4538.81,80.91
4539.84,81.015
4540.87,80.924
4541.91,80.924
4542.94,81.011
4543.97,80.939
4545.00,80.939
4546.04,81.013
4547.07,81.016
4548.10,81.016
4549.13,80.931
4550.17,81.02
4551.20,81.02
4552.23,81.026
4553.27,80.927
4554.30,80.927
4555.33,81.05
4556.36,81.022
4557.40,81.073
4558.43,81.073
4559.46,80.893
4560.50,80.992
4561.53,80.992
4562.56,80.934
4563.60,80.927
4564.63,80.927
4565.66,80.949
4566.70,81.032
4567.73,81.032
4568.76,81.044
4569.80,81.002
4570.83,81.002
4571.87,80.993
4572.90,80.938
4573.93,81.032
4574.97,81.032
4576.00,80.964
4577.04,81.005
4578.07,81.005
4579.10,80.873
4580.14,80.928
4581.17,80.928
4582.20,81.024
4583.25,80.957
4584.28,80.957
4585.31,80.922
4586.35,81.002
4587.38,81.089
4588.42,81.089
4589.45,80.939
4590.48,81.127
4591.51,81.127
4592.55,81.022
4593.65,80.968
4594.68,80.968
4595.71,81.067
4596.75,80.98
4597.82,80.98
4598.85,80.995
4599.95,80.968
4600.99,81.061
4602.02,81.061
4603.05,80.996
4604.09,80.93
4605.12,80.93
4606.16,81.078
4607.19,81.12
4608.22,81.12
4609.25,80.936
4610.29,80.955
4611.33,80.955
4612.40,80.917
4613.44,81.014
4614.47,81.051
4615.50,81.051
4616.53,81.057
4617.58,81.016
4618.61,81.016
4619.64,81.016
4620.68,80.947
4621.71,80.947
4622.74,81.029
4623.78,81.003
4624.81,81.003
4625.84,81.036
4626.88,81.01
4627.91,81.01
4628.95,81.06
4629.98,80.989
4631.01,80.95
4632.04,80.95
4633.09,80.991
4634.12,81.017
4635.15,81.017
4636.19,81.029
4637.23,80.999
4638.26,80.999
4639.29,81.04
4640.32,80.944
4641.36,80.944
4642.39,80.982
4643.47,81.005
4644.50,81.044
4645.54,81.044
4646.57,80.975
4647.60,80.981
4648.63,80.981
4649.67,80.946
4650.70,81.021
4651.73,81.021
4652.77,81.106
4653.80,81.013
4654.83,81.013
4655.87,81.097
4656.90,81.05
4657.97,81.044
4659.11,81.044
4660.15,80.901
4661.18,80.932
4662.22,80.932
4663.26,81.08
4664.29,81.139
4665.33,81.139
4666.36,81.066
4667.39,81.055
4668.43,81.055
4669.46,81.004
4670.50,80.959
4671.53,80.986
4672.57,80.986
4673.61,81.014
4674.64,81.024
4675.68,81.024
4676.71,80.959
4677.75,81.055
4678.79,81.055
4679.82,80.993
4680.86,81.041
4681.89,81.041
4682.92,81.044
4683.96,81.12
4685.00,80.995
4686.04,80.995
4687.08,81.037
4688.11,81.077
4689.15,81.077
4690.18,80.936
4691.22,81.013
4692.26,81.013
4693.29,80.941
4694.33,81.0
4695.36,81.0
4696.39,80.951
4697.43,80.992
4698.47,80.976
4699.51,80.976
4700.54,81.05
4701.58,80.979
4702.62,80.979
4703.65,81.071
4704.69,81.086
4705.73,81.086
4706.76,81.043
4707.80,81.088
4708.84,81.088
4709.87,81.079
4710.92,81.004
4711.95,81.004
4712.99,81.035
4714.03,80.983
4715.06,81.045
4716.10,81.045
4717.13,81.111
4718.16,81.039
4719.24,81.039
4720.28,81.047
4721.32,81.095
4722.35,81.095
4723.39,81.074
4724.54,81.043
4725.58,81.057
4726.62,81.057
4727.69,81.056
4728.73,81.0
4729.76,81.0
4730.80,81.015
4731.84,81.03
4732.88,81.03
4733.91,81.113
4734.95,81.092
4735.99,81.092
4737.02,81.11
4738.06,81.093
4739.10,81.056
4740.13,81.056
4741.17,81.112
4742.21,81.035
4743.26,81.035
4744.29,81.12
4745.33,80.986
4746.36,80.986
4747.40,81.075
4748.44,81.076
4749.48,81.076
4750.52,80.988
4751.56,81.112
4752.60,81.025
4753.64,81.025
4754.67,81.121
4755.71,81.035
4756.75,81.035
4757.78,80.995
4758.82,81.153
4759.86,81.153
4760.90,81.035
4761.94,81.13
4762.98,81.13
4764.01,81.133
4765.05,81.049
4766.09,81.113
4767.12,81.113
4768.16,81.093
4769.20,81.059
4770.23,81.059
4771.26,81.148
4772.30,81.093
4773.33,81.093
4774.37,81.185
4775.41,81.139
4776.44,81.139
4777.51,81.122
4778.54,81.156
4779.66,81.029
4780.70,81.029
4781.74,81.156
4782.77,81.05
4783.81,81.05
4784.96,81.179
4786.00,81.008
4787.03,81.008
4788.07,81.149
4789.11,81.075
4790.15,81.104
4791.18,81.104
4792.22,81.074
4793.26,81.086
4794.31,81.086
4795.34,81.151
4796.38,81.097
4797.42,81.097
4798.46,81.104
4799.50,81.051
4800.54,81.051
4801.57,81.074
4802.60,81.053
4803.64,81.107
4804.67,81.107
4805.70,81.027
4806.74,81.033
4807.77,81.033
4808.80,81.08
4809.84,81.109
4810.88,81.109
4811.92,81.104
4812.95,81.108
4813.99,81.108
4815.02,81.174
4816.06,81.142
4817.09,81.055
4818.13,81.055
4819.17,81.06
4820.20,81.099
4821.24,81.099
4822.28,81.058
4823.31,81.11
4824.35,81.11
4825.39,81.098
4826.42,81.106
4827.45,81.106
4828.49,81.068
4829.53,81.046
4830.57,81.103
4831.60,81.103
4832.64,81.089
4833.68,81.141
4834.71,81.141
4835.75,81.087
4836.78,80.959
4837.84,80.959
4838.88,81.095
4839.97,81.154
4841.00,81.154
4842.03,81.119
4843.07,81.136
4844.10,81.164
4845.14,81.164
4846.17,81.107
4847.21,81.145
4848.24,81.145
4849.28,81.109
4850.31,81.138
4851.35,81.138
4852.39,81.134
4853.42,81.144
4854.46,81.144
4855.50,81.087
4856.55,81.121
4857.59,81.108
4858.62,81.108
4859.66,81.166
4860.70,81.187
4861.73,81.187
4862.77,81.094
4863.81,81.2
4864.84,81.2
4865.88,81.139
4866.91,81.115
4867.94,81.115
4868.98,81.107
4870.01,81.158
4871.05,81.158
4872.09,81.084
4873.13,81.045
4874.16,81.115
4875.20,81.115
4876.24,81.092
4877.27,81.163
4878.31,81.163
4879.35,81.116
4880.38,81.219
4881.42,81.219
4882.45,81.262
4883.50,81.122
4884.54,81.122
4885.58,81.145
4886.62,81.103
4887.65,81.082
4888.69,81.082
4889.73,81.108
4890.77,81.204
4891.80,81.204
4892.83,81.222
4893.86,81.112
4894.90,81.112
4895.93,81.13
4896.97,81.098
4898.00,81.098
4899.13,81.094
4900.16,81.147
4901.21,81.116
4902.25,81.116
4903.29,81.176
4904.32,81.175
4905.36,81.175
4906.39,81.197
4907.44,81.124
4908.47,81.124
4909.51,81.237
4910.54,81.192
4911.58,81.192
4912.61,81.058
4913.65,81.17
4914.68,81.135
4915.72,81.135
4916.76,81.19
4917.80,81.207
4918.83,81.207
4919.86,81.069
4920.89,81.121
4921.93,81.121
4922.97,81.178
4924.00,81.153
4925.04,81.153
4926.08,81.1
4927.12,81.14
4928.15,81.123
4929.19,81.123
4930.22,81.191
4931.26,81.11
4932.30,81.11
4933.34,81.207
4934.37,81.195
4935.41,81.195
4936.44,81.134
4937.48,81.184
4938.52,81.184
4939.55,81.108
4940.59,81.204
4941.63,81.107
4942.67,81.107
4943.70,81.172
4944.74,81.094
4945.78,81.094
4946.81,81.12
4947.86,81.119
4948.90,81.119
4949.93,81.057
4950.97,81.131
4952.00,81.131
4953.04,81.252
4954.07,81.183
4955.11,81.183
4956.14,81.156
4957.18,81.165
4958.25,81.165
4959.28,81.165
4960.32,81.073
4961.35,81.179
4962.39,81.179
4963.54,81.121
4964.57,81.197
4965.61,81.197
4966.64,81.209
4967.68,81.135
4968.71,81.079
4969.75,81.079
4970.78,81.159
4971.82,81.132
4972.85,81.132
4973.89,81.206
4974.92,81.172
4975.95,81.172
4977.10,81.127
4978.22,81.279
4979.26,81.203
4980.29,81.203
4981.32,81.145
4982.36,81.169
4983.52,81.169
4984.55,81.314
4985.58,81.133
4986.62,81.133
4987.65,81.267
4988.68,81.288
4989.72,81.147
4990.75,81.147
4991.79,81.119
4992.82,81.139
4993.85,81.139
4995.01,81.143
4996.05,81.141
4997.08,81.141
4998.11,81.152
4999.14,81.258
5000.18,81.258
5001.21,81.135
5002.35,81.153
5003.39,81.289
5004.42,81.289
5005.45,81.203
5006.49,81.126
5007.52,81.126
5008.55,81.321
5009.58,81.26
5010.61,81.26
5011.65,81.156
5012.68,81.2
5013.84,81.2
5014.87,81.2
5015.91,81.266
5016.95,81.098
5017.98,81.098
5019.02,81.182
5020.05,81.223
5021.19,81.223
5022.23,81.227
5023.26,81.169
5024.30,81.192
5025.33,81.192
5026.37,81.245
5027.40,81.155
5028.44,81.155
5029.47,81.175
5030.50,81.239
5031.54,81.239
5032.70,81.2
5033.73,81.194
5034.76,81.199
5035.80,81.199
5036.84,81.127
5038.00,81.231
5039.04,81.231
5040.07,81.184
5041.10,81.173
5042.14,81.173
5043.17,81.139
5044.21,81.135
5045.25,81.21
5046.28,81.21
5047.31,81.189
5048.35,81.074
5049.38,81.074
5050.42,81.117
5051.54,81.236
5052.57,81.236
5053.61,81.203
5054.64,81.349
5055.67,81.349
5056.83,81.206
5057.86,81.249
5058.91,81.23
5059.95,81.23
5061.00,81.181
5062.03,81.29
5063.06,81.29
5064.09,81.192
5065.13,81.221
5066.16,81.221
5067.19,81.198
5068.23,81.193
5069.26,81.177
5070.38,81.177
5071.41,81.199
5072.45,81.208
5073.48,81.208
5074.52,81.207
5075.67,81.302
5076.70,81.302
5077.75,81.244
5078.79,81.306
5079.82,81.302
5080.86,81.302
5081.89,81.24
5082.93,81.267
5083.96,81.267
5085.00,81.218
5086.04,81.324
5087.07,81.324
5088.10,81.251
5089.14,81.262
5090.17,81.262
5091.21,81.246
5092.24,81.192
5093.27,81.278
5094.31,81.278
5095.34,81.303
5096.37,81.326
5097.41,81.326
5098.44,81.219
5099.47,81.149
5100.51,81.149
5101.54,81.287
5102.58,81.157
5103.61,81.157
5104.64,81.204
5105.68,81.222
5106.71,81.222
5107.75,81.248
5108.78,81.193
5109.82,81.238
5110.86,81.238
5111.89,81.235
5112.93,81.186
5113.97,81.186
5115.01,81.208
5116.04,81.257
5117.08,81.257
5118.11,81.258
5119.15,81.364
5120.18,81.364
5121.21,81.205
5122.25,81.247
5123.28,81.25
5124.32,81.25
5125.37,81.146
5126.40,81.227
5127.44,81.227
5128.48,81.28
5129.52,81.166
5130.56,81.166
5131.63,81.302
5132.67,81.309
5133.70,81.309
5134.74,81.331
5135.88,81.327
5136.92,81.208
5137.95,81.208
5138.99,81.268
5140.03,81.329
5141.06,81.329
5142.10,81.351
5143.13,81.401
5144.17,81.401
5145.21,81.303
5146.24,81.267
5147.28,81.263
5148.31,81.263
5149.35,81.258
5150.38,81.234
5151.42,81.234
5152.46,81.224
5153.49,81.297
5154.53,81.297
5155.57,81.355
5156.60,81.337
5157.64,81.337
5158.68,81.231
5159.71,81.217
5160.75,81.217
5161.79,81.323
5162.82,81.257
5163.85,81.246
5164.89,81.246
5165.92,81.275
5166.96,81.274
5167.99,81.274
5169.03,81.343
5170.07,81.229
5171.10,81.229
5172.14,81.29
5173.17,81.307
5174.21,81.307
5175.25,81.259
5176.29,81.199
5177.32,81.204
5178.36,81.204
5179.39,81.297
5180.43,81.251
5181.47,81.251
5182.50,81.222
5183.54,81.372
5184.58,81.372
5185.61,81.235
5186.65,81.273
5187.68,81.273
5188.72,81.229
5189.75,81.288
5190.79,81.288
5191.83,81.427
5192.87,81.276
5193.97,81.291
5195.00,81.291
5196.03,81.259
5197.07,81.199
5198.10,81.199
5199.14,81.295
5200.18,81.259
5201.23,81.259
5202.27,81.297
5203.31,81.222
5204.34,81.351
5205.38,81.351
5206.42,81.355
5207.45,81.319
5208.49,81.319
5209.53,81.334
5210.56,81.318
5211.60,81.318
5212.65,81.317
5213.68,81.236
5214.72,81.236
5215.76,81.338
5216.79,81.264
5217.83,81.235
5218.87,81.235
5219.91,81.276
5220.94,81.312
5221.97,81.312
5223.01,81.242
5224.05,81.349
5225.08,81.349
5226.12,81.277
5227.16,81.335
5228.19,81.335
5229.23,81.248
5230.26,81.213
5231.29,81.213
5232.33,81.245
5233.37,81.276
5234.41,81.276
5235.44,81.276
5236.48,81.281
5237.52,81.341
5238.55,81.341
5239.59,81.257
5240.62,81.4
5241.66,81.4
5242.70,81.268
5243.73,81.261
5244.77,81.261
5245.81,81.293
5246.84,81.28
5247.88,81.254
5248.91,81.254
5249.98,81.281
5251.02,81.309
5252.13,81.309
5253.16,81.302
5254.20,81.257
5255.23,81.257
5256.27,81.302
5257.30,81.322
5258.34,81.322
5259.37,81.305
5260.40,81.345
5261.44,81.271
5262.48,81.271
5263.51,81.323
5264.56,81.249
5265.59,81.249
5266.63,81.303
5267.67,81.344
5268.71,81.344
5269.74,81.299
5270.78,81.302
5271.82,81.302
5272.85,81.312
5273.88,81.33
5274.92,81.343
5275.95,81.343
5276.99,81.338
5278.02,81.375
5279.06,81.375
5280.09,81.301
5281.13,81.293
5282.16,81.293
5283.20,81.24
5284.23,81.353
5285.27,81.353
5286.30,81.317
5287.34,81.345
5288.38,81.206
5289.41,81.206
5290.44,81.311
5291.48,81.317
5292.51,81.317
5293.55,81.258
5294.59,81.283
5295.62,81.283
5296.66,81.279
5297.70,81.378
5298.73,81.378
5299.77,81.397
5300.80,81.333
5301.84,81.333
5302.87,81.314
5303.91,81.414
5304.95,81.38
5305.98,81.38
5307.02,81.318
5308.06,81.365
5309.09,81.365
5310.13,81.434
5311.17,81.279
5312.32,81.279
5313.35,81.489
5314.39,81.329
5315.43,81.334
5316.46,81.334
5317.50,81.45
5318.53,81.334
5319.56,81.334
5320.59,81.223
5321.63,81.436
5322.66,81.436
5323.70,81.416
5324.74,81.37
5325.77,81.37
5326.81,81.283
5327.84,81.42
5328.87,81.42
5329.91,81.352
5330.94,81.26
5331.98,81.481
5333.02,81.481
5334.06,81.288
5335.09,81.218
5336.13,81.218
5337.17,81.426
5338.20,81.241
5339.25,81.241
5340.29,81.287
5341.32,81.387
5342.36,81.387
5343.40,81.296
5344.43,81.327
5345.47,81.294
5346.51,81.294
5347.54,81.452
5348.58,81.296
5349.62,81.296
5350.66,81.407
5351.69,81.416
5352.73,81.416
5353.76,81.335
5354.79,81.381
5355.83,81.381
5356.87,81.42
5357.90,81.44
5358.94,81.379
5359.98,81.379
5361.01,81.356
5362.05,81.365
5363.13,81.365
5364.17,81.401
5365.20,81.314
5366.24,81.314
5367.27,81.343
5368.31,81.386
5369.34,81.386
5370.43,81.435
5371.49,81.313
5372.55,81.383
5373.59,81.383
5374.63,81.359
5375.66,81.337
5376.70,81.337
5377.85,81.386
5378.89,81.42
5379.92,81.347
5380.95,81.347
5381.99,81.373
5383.03,81.331
5384.08,81.331
5385.11,81.448
5386.15,81.359
5387.19,81.359
5388.22,81.415
5389.26,81.362
5390.34,81.362
5391.37,81.283
5392.41,81.38
5393.45,81.278
5394.48,81.278
5395.52,81.456
5396.56,81.339
5397.60,81.339
5398.64,81.323
5399.67,81.409
5400.71,81.409
5401.75,81.357
5402.78,81.359
5403.82,81.359
5404.86,81.369
5405.89,81.41
5406.93,81.426
5407.98,81.426
5409.02,81.504
5410.05,81.373
5411.08,81.373
5412.12,81.385
5413.15,81.32
5414.19,81.32
5415.23,81.424
5416.27,81.389
5417.30,81.389
5418.34,81.339
5419.38,81.405
5420.41,81.405
5421.45,81.437
5422.49,81.381
5423.52,81.368
5424.56,81.368
5425.59,81.4
5426.63,81.457
5427.66,81.457
5428.69,81.445
5429.73,81.458
5430.77,81.458
5431.81,81.365
5432.84,81.371
5433.89,81.371
5434.93,81.402
5435.97,81.36
5437.00,81.41
5438.04,81.41
5439.08,81.442
5440.11,81.345
5441.20,81.345
5442.23,81.365
5443.27,81.389
5444.30,81.389
5445.34,81.337
5446.37,81.422
5447.41,81.422
